,f,machine_is_work,machine_factory,machine_worktime,machine_worktime_energy,MEASURE_TEM,MEASURE_HUM,F_FUTURETIME,HOURS,f_id,FORECAST_TEM,FORECAST_HUM,AIM_TEM,AIM_HUM
8402,2018-06-25 02:00:00,,,,,23.7,93.0,,,,,,29.6,64.2108
8404,2018-06-25 03:00:00,,,,,23.2,93.0,,,,,,29.524,64.3374
8406,2018-06-25 04:00:00,,,,,22.8,93.0,,,,,,29.4625,64.0372
8408,2018-06-25 05:00:00,,,,,22.6,95.0,,,,,,29.4191,63.8853
8410,2018-06-25 06:00:00,,,,,22.9,94.0,,,,,,29.401,63.1944
8412,2018-06-25 07:00:00,,,,,25.4,81.0,,,,,,29.3757,63.104
8414,2018-06-25 08:00:00,,,,,27.5,74.0,,,,,,29.43,62.9557
8416,2018-06-25 09:00:00,,,,,27.3,72.0,,,,,,29.6,61.1183
8418,2018-06-25 10:00:00,,,,,27.9,70.0,,,,,,29.4806,62.6772
8420,2018-06-25 11:00:00,,,,,30.4,61.0,,,,,,28.9128,64.3048
8422,2018-06-25 12:00:00,,,,,30.6,59.0,,,,,,29.383000000000000,59.3316
8424,2018-06-25 13:00:00,,,,,30.9,58.0,,,,,,28.8151,58.1525
8426,2018-06-25 14:00:00,,,,,32.1,55.0,,,,,,29.0285,62.7423
8428,2018-06-25 15:00:00,,,,,29.9,67.0,,,,,,28.7717,61.8526
8430,2018-06-25 16:00:00,,,,,28.7,67.0,,,,,,28.4136,60.2828
8432,2018-06-25 17:00:00,,,,,30.7,62.0,,,,,,28.3919,
8434,2018-06-25 18:00:00,,,,,30.2,62.0,,,,,,28.4426,60.4637
8436,2018-06-25 19:00:00,,,,,29.4,66.0,,,,,,28.4281,61.0749
8438,2018-06-25 20:00:00,,,,,27.2,81.0,,,,,,28.5294,62.4132
8440,2018-06-25 21:00:00,,,,,26.2,84.0,,,,,,28.656,67.9362
8442,2018-06-25 22:00:00,,,,,25.9,85.0,,,,,,28.5981,68.6921
8444,2018-06-25 23:00:00,,,,,25.2,86.0,,,,,,28.8947,69.7591
8446,2018-06-26 00:00:00,,,,,24.5,89.0,,,,,,29.3757,67.6288
8448,2018-06-26 01:00:00,,,,,23.9,89.0,,,,,,29.4481,66.9524
8450,2018-06-26 02:00:00,,,,,23.3,89.0,,,,,,29.4444,66.2616
8452,2018-06-26 03:00:00,,,,,22.8,91.0,,,,,,29.4227,65.5816
8454,2018-06-26 04:00:00,,,,,22.5,92.0,,,,,,29.3866,64.6304
8456,2018-06-26 05:00:00,,,,,22.1,92.0,,,,,,29.3468,63.3608
8458,2018-06-26 06:00:00,,,,,22.3,92.0,,,,,,29.2672,62.8219
8460,2018-06-26 07:00:00,,,,,25.0,80.0,,,,,,29.2383,62.9847
8462,2018-06-26 08:00:00,,,,,27.1,71.0,,,,,,29.2781,62.6989
8464,2018-06-26 09:00:00,,,,,28.8,63.0,,,,,,29.5023,62.8906
8466,2018-06-26 10:00:00,,,,,29.7,59.0,,,,,,29.5023,61.4185
8468,2018-06-26 11:00:00,,,,,30.3,56.0,,,,,,27.9868,
8470,2018-06-26 12:00:00,,,,,32.1,52.0,,,,,,29.3142,58.1055
8472,2018-06-26 13:00:00,,,,,33.1,52.0,,,,,,28.4534,58.0476
8474,2018-06-26 14:00:00,,,,,33.5,48.0,,,,,,29.0972,57.4002
8476,2018-06-26 15:00:00,,,,,34.4,44.0,,,,,,28.4317,56.1234
8478,2018-06-26 16:00:00,,,,,34.7,40.0,,,,,,28.5909,57.0891
8480,2018-06-26 17:00:00,,,,,34.5,41.0,,,,,,28.363000000000000,54.6477
8482,2018-06-26 18:00:00,,,,,33.2,44.0,,,,,,28.533,55.3132
8484,2018-06-26 19:00:00,,,,,31.5,52.0,,,,,,28.7464,64.7316
8486,2018-06-26 20:00:00,,,,,29.0,62.0,,,,,,28.533,58.0512
8488,2018-06-26 21:00:00,,,,,28.1,68.0,,,,,,28.533,59.715
8490,2018-06-26 22:00:00,,,,,26.9,74.0,,,,,,28.41,64.7714
8492,2018-06-26 23:00:00,,,,,26.1,79.0,,,,,,28.3268,64.6123
8494,2018-06-27 00:00:00,,,,,25.7,82.0,,,,,,29.014,66.9994
8496,2018-06-27 01:00:00,,,,,27.0,77.0,,,,,,29.43,65.6612
8498,2018-06-27 02:00:00,,,,,26.6,77.0,,,,,,29.5783,64.7823
8500,2018-06-27 03:00:00,,,,,25.9,81.0,,,,,,29.6542,
8502,2018-06-27 04:00:00,,,,,25.9,80.0,,,,,,29.6723,64.3808
8504,2018-06-27 05:00:00,,,,,25.0,86.0,,,,,,29.6615,64.3193
8506,2018-06-27 06:00:00,,,,,25.2,86.0,,,,,,29.6398,64.3012
8508,2018-06-27 07:00:00,,,,,26.1,81.0,,,,,,29.6687,63.9214
8510,2018-06-27 08:00:00,,,,,28.3,73.0,,,,,,29.6723,63.5489
8512,2018-06-27 09:00:00,,,,,28.6,69.0,,,,,,29.9074,64.171
8514,2018-06-27 10:00:00,,,,,30.5,61.0,,,,,,29.8532,63.8817
8516,2018-06-27 11:00:00,,,,,31.5,53.0,,,,,,27.8458,62.0551
8518,2018-06-27 12:00:00,,,,,32.8,53.0,,,,,,28.1243,59.4148
8520,2018-06-27 13:00:00,,,,,33.0,51.0,,,,,,28.7681,60.2105
8522,2018-06-27 14:00:00,,,,,34.6,45.0,,,,,,28.8513,57.3966
8524,2018-06-27 15:00:00,,,,,34.3,44.0,,,,,,28.4136,56.326
8526,2018-06-27 16:00:00,,,,,35.4,44.0,,,,,,28.2473,56.6551
8528,2018-06-27 17:00:00,,,,,34.4,44.0,,,,,,28.4172,57.997
8530,2018-06-27 18:00:00,,,,,33.5,46.0,,,,,,28.363000000000000,58.1199
8532,2018-06-27 19:00:00,,,,,31.8,52.0,,,,,,28.2653,60.8362
8534,2018-06-27 20:00:00,,,,,29.5,61.0,,,,,,28.5149,64.077
8536,2018-06-27 21:00:00,,,,,27.6,68.0,,,,,,28.5041,63.8093
8538,2018-06-27 22:00:00,,,,,26.7,72.0,,,,,,28.3051,63.1872
8540,2018-06-27 23:00:00,,,,,26.0,74.0,,,,,,28.9091,60.1128
8542,2018-06-28 00:00:00,,,,,26.0,75.0,,,,,,29.2527,60.8796
8544,2018-06-28 01:00:00,,,,,25.5,78.0,,,,,,29.553,60.178000000000000
8546,2018-06-28 02:00:00,,,,,24.6,82.0,,,,,,29.647,60.1924
8548,2018-06-28 03:00:00,,,,,23.9,86.0,,,,,,29.6434,60.4492
8550,2018-06-28 04:00:00,,,,,23.7,87.0,,,,,,29.6072,
8552,2018-06-28 05:00:00,,,,,23.3,89.0,,,,,,29.5638,
8554,2018-06-28 06:00:00,,,,,24.0,87.0,,,,,,29.5421,
8556,2018-06-28 07:00:00,,,,,26.2,79.0,,,,,,29.5638,
8558,2018-06-28 08:00:00,,,,,28.7,69.0,,,,,,29.6542,
8560,2018-06-28 09:00:00,,,,,28.9,67.0,,,,,,29.8351,
8562,2018-06-28 10:00:00,,,,,30.4,60.0,,,,,,29.7229,
8564,2018-06-28 11:00:00,,,,,31.4,56.0,,,,,,28.3811,
8566,2018-06-28 12:00:00,,,,,32.0,54.0,,,,,,29.4047,
8568,2018-06-28 13:00:00,,,,,32.9,50.0,,,,,,28.7572,
8570,2018-06-28 14:00:00,,,,,33.0,49.0,,,,,,28.7825,
8572,2018-06-28 15:00:00,,,,,34.1,48.0,,,,,,28.873,
8574,2018-06-28 16:00:00,,,,,33.5,48.0,,,,,,28.6632,
8576,2018-06-28 17:00:00,,,,,32.7,51.0,,,,,,28.4317,
8578,2018-06-28 18:00:00,,,,,32.3,52.0,,,,,,28.363000000000000,
8580,2018-06-28 19:00:00,,,,,31.1,56.0,,,,,,28.5511,
8582,2018-06-28 20:00:00,,,,,29.4,63.0,,,,,,28.9128,
8584,2018-06-28 21:00:00,,,,,27.2,72.0,,,,,,29.0683,
8586,2018-06-28 22:00:00,,,,,26.4,74.0,,,,,,29.1045,
8588,2018-06-28 23:00:00,,,,,25.8,78.0,,,,,,29.2057,
8590,2018-06-29 00:00:00,,,,,25.0,82.0,,,,,,29.4878,
8592,2018-06-29 01:00:00,,,,,24.7,82.0,,,,,,29.5421,
8594,2018-06-29 02:00:00,,,,,24.1,85.0,,,,,,29.553,
8596,2018-06-29 03:00:00,,,,,23.8,86.0,,,,,,29.524,
8598,2018-06-29 04:00:00,,,,,23.6,87.0,,,,,,29.4951,
8600,2018-06-29 05:00:00,,,,,23.4,89.0,,,,,,29.4625,61.7224
8602,2018-06-29 06:00:00,,,,,23.6,89.0,,,,,,29.4336,61.5705
8604,2018-06-29 07:00:00,,,,,25.4,83.0,,,,,,29.4444,61.5307
8606,2018-06-29 08:00:00,,,,,27.7,74.0,,,,,,29.5059,61.5705
8608,2018-06-29 09:00:00,,,,,29.8,67.0,,,,,,29.6578,61.4402
8610,2018-06-29 10:00:00,,,,,30.6,63.0,,,,,,29.8387,61.6211
8612,2018-06-29 11:00:00,,,,,31.8,60.0,,,,,,30.0774,60.2503
8614,2018-06-29 12:00:00,,,,,32.7,54.0,,,,,,30.3233,59.8922
8616,2018-06-29 13:00:00,,,,,33.7,50.0,,,,,,30.5548,59.1688
8618,2018-06-29 14:00:00,,,,,34.6,47.0,,,,,,30.8261,58.3189
8620,2018-06-29 15:00:00,,,,,34.5,46.0,,,,,,31.054000000000000,57.2989
8622,2018-06-29 16:00:00,,,,,34.6,45.0,,,,,,31.2457,56.3621
8624,2018-06-29 17:00:00,,,,,33.5,49.0,,,,,,31.4265,55.769
8626,2018-06-29 18:00:00,,,,,32.8,53.0,,,,,,31.4735,55.5266
8628,2018-06-29 19:00:00,,,,,31.2,59.0,,,,,,31.4337,
8630,2018-06-29 20:00:00,,,,,30.1,63.0,,,,,,31.3397,56.3368
8632,2018-06-29 21:00:00,,,,,29.2,67.0,,,,,,31.2457,55.4507
8634,2018-06-29 22:00:00,,,,,28.4,71.0,,,,,,31.1263,56.9336
8636,2018-06-29 23:00:00,,,,,27.3,76.0,,,,,,30.9635,
8638,2018-06-30 00:00:00,,,,,26.9,79.0,,,,,,30.8261,60.026
8640,2018-06-30 01:00:00,,,,,26.3,81.0,,,,,,30.7429,59.1291
8642,2018-06-30 02:00:00,,,,,25.6,84.0,,,,,,30.6163,59.5595
8644,2018-06-30 03:00:00,,,,,25.2,85.0,,,,,,30.5259,60.6409
8646,2018-06-30 04:00:00,,,,,24.7,87.0,,,,,,30.4065,
8648,2018-06-30 05:00:00,,,,,24.3,89.0,,,,,,30.298000000000000,61.5994
8650,2018-06-30 06:00:00,,,,,24.7,88.0,,,,,,30.2329,61.8598
8652,2018-06-30 07:00:00,,,,,25.6,86.0,,,,,,30.1968,61.8598
8654,2018-06-30 08:00:00,,,,,28.1,74.0,,,,,,30.2438,61.7983
8656,2018-06-30 09:00:00,,,,,29.6,69.0,,,,,,30.298000000000000,61.0135
8658,2018-06-30 10:00:00,,,,,30.9,61.0,,,,,,30.4861,60.0911
8660,2018-06-30 11:00:00,,,,,32.5,54.0,,,,,,30.714000000000000,59.6933
8662,2018-06-30 12:00:00,,,,,33.5,49.0,,,,,,30.9238,58.9916
8664,2018-06-30 13:00:00,,,,,33.8,49.0,,,,,,31.1444,57.9319
8666,2018-06-30 14:00:00,,,,,34.7,46.0,,,,,,31.4084,56.4381
8668,2018-06-30 15:00:00,,,,,34.6,44.0,,,,,,31.6254,55.4109
8670,2018-06-30 16:00:00,,,,,34.7,46.0,,,,,,31.8461,54.3439
8672,2018-06-30 17:00:00,,,,,34.5,46.0,,,,,,32.0269,53.4252
8674,2018-06-30 18:00:00,,,,,31.3,58.0,,,,,,32.1282,53.9714
8676,2018-06-30 19:00:00,,,,,30.4,62.0,,,,,,32.0233,54.8177
8678,2018-06-30 20:00:00,,,,,29.7,66.0,,,,,,31.875,
8680,2018-06-30 21:00:00,,,,,28.9,67.0,,,,,,31.7014,56.9987
8682,2018-06-30 22:00:00,,,,,28.0,71.0,,,,,,31.535,56.5936
8684,2018-06-30 23:00:00,,,,,27.4,73.0,,,,,,31.394000000000000,56.9951
8686,2018-07-01 00:00:00,,,,,27.2,75.0,,,,,,31.224,57.4002
8688,2018-07-01 01:00:00,,,,,26.7,75.0,,,,,,31.1155,
8690,2018-07-01 02:00:00,,,,,26.1,79.0,,,,,,31.0069,57.024000000000000
8692,2018-07-01 03:00:00,,,,,25.8,80.0,,,,,,30.9238,57.5268
8694,2018-07-01 04:00:00,,,,,25.7,81.0,,,,,,30.855,57.2555
8696,2018-07-01 05:00:00,,,,,26.0,81.0,,,,,,30.7827,58.572000000000000
8698,2018-07-01 06:00:00,,,,,25.9,82.0,,,,,,30.7357,
8700,2018-07-01 07:00:00,,,,,26.5,78.0,,,,,,30.7067,59.0495
8702,2018-07-01 08:00:00,,,,,27.7,74.0,,,,,,30.8152,60.5686
8704,2018-07-01 09:00:00,,,,,28.9,70.0,,,,,,30.8587,61.2413
8706,2018-07-01 10:00:00,,,,,29.8,66.0,,,,,,28.7681,61.7079
8708,2018-07-01 11:00:00,,,,,31.3,63.0,,,,,,28.533,
8710,2018-07-01 12:00:00,,,,,30.2,66.0,,,,,,28.3955,63.3717
8712,2018-07-01 13:00:00,,,,,29.7,74.0,,,,,,28.4389,63.5815
8714,2018-07-01 14:00:00,,,,,29.0,68.0,,,,,,28.5041,63.0425
8716,2018-07-01 15:00:00,,,,,31.4,61.0,,,,,,28.7319,64.4567
8718,2018-07-01 16:00:00,,,,,32.7,54.0,,,,,,29.0538,
8720,2018-07-01 17:00:00,,,,,31.9,60.0,,,,,,29.2021,65.0101
8722,2018-07-01 18:00:00,,,,,31.4,64.0,,,,,,29.0755,64.6123
8724,2018-07-01 19:00:00,,,,,29.5,69.0,,,,,,28.8223,64.001
8726,2018-07-01 20:00:00,,,,,24.8,90.0,,,,,,28.0122,61.7477
8728,2018-07-01 21:00:00,,,,,24.1,91.0,,,,,,27.2309,
8730,2018-07-01 22:00:00,,,,,23.8,92.0,,,,,,26.7462,60.4348
8732,2018-07-01 23:00:00,,,,,23.8,93.0,,,,,,27.2598,58.9518
8734,2018-07-02 00:00:00,,,,,23.3,93.0,,,,,,28.3124,55.957
8736,2018-07-02 01:00:00,,,,,23.3,93.0,,,,,,28.7392,55.7943
8738,2018-07-02 02:00:00,,,,,23.1,95.0,,,,,,28.9417,
8740,2018-07-02 03:00:00,,,,,23.2,94.0,,,,,,29.1045,56.2645
8742,2018-07-02 04:00:00,,,,,23.2,94.0,,,,,,29.2093,56.6406
8744,2018-07-02 05:00:00,,,,,23.2,94.0,,,,,,29.2817,57.1036
8746,2018-07-02 06:00:00,,,,,23.5,92.0,,,,,,29.3613,57.5846
8748,2018-07-02 07:00:00,,,,,24.0,91.0,,,,,,29.4336,57.8414
8750,2018-07-02 08:00:00,,,,,25.3,86.0,,,,,,29.4625,60.9664
8752,2018-07-02 09:00:00,,,,,26.3,82.0,,,,,,29.6723,62.2794
8754,2018-07-02 10:00:00,,,,,27.9,78.0,,,,,,29.7049,65.6539
8756,2018-07-02 11:00:00,,,,,27.7,77.0,,,,,,29.7229,67.2309
8758,2018-07-02 12:00:00,,,,,29.4,72.0,,,,,,30.298000000000000,65.3103
8760,2018-07-02 13:00:00,,,,,30.9,63.0,,,,,,31.2529,62.5181
8762,2018-07-02 14:00:00,,,,,32.1,59.0,,,,,,31.1986,57.6751
8764,2018-07-02 15:00:00,,,,,33.0,58.0,,,,,,29.0972,59.7909
8766,2018-07-02 16:00:00,,,,,32.9,56.0,,,,,,28.9128,59.0495
8768,2018-07-02 17:00:00,,,,,32.8,55.0,,,,,,28.4896,58.601000000000000
8770,2018-07-02 18:00:00,,,,,31.2,58.0,,,,,,28.2943,56.9408
8772,2018-07-02 19:00:00,,,,,30.3,62.0,,,,,,28.2798,60.0297
8774,2018-07-02 20:00:00,,,,,26.4,72.0,,,,,,28.7608,66.1495
8776,2018-07-02 21:00:00,,,,,25.9,72.0,,,,,,28.7825,60.0152
8778,2018-07-02 22:00:00,,,,,25.1,76.0,,,,,,28.5475,61.5017
8780,2018-07-02 23:00:00,,,,,24.8,79.0,,,,,,28.9055,60.583
8782,2018-07-03 00:00:00,,,,,24.3,81.0,,,,,,28.7717,62.066
8784,2018-07-03 01:00:00,,,,,24.1,83.0,,,,,,28.7608,62.3372
8786,2018-07-03 02:00:00,,,,,23.8,86.0,,,,,,29.1442,61.6573
8788,2018-07-03 03:00:00,,,,,23.9,86.0,,,,,,29.3251,61.1545
8790,2018-07-03 04:00:00,,,,,24.1,84.0,,,,,,29.4047,60.6626
8792,2018-07-03 05:00:00,,,,,24.0,85.0,,,,,,29.4444,60.2792
8794,2018-07-03 06:00:00,,,,,24.1,86.0,,,,,,29.4806,60.1526
8796,2018-07-03 07:00:00,,,,,24.6,84.0,,,,,,29.5421,59.9465
8798,2018-07-03 08:00:00,,,,,25.7,81.0,,,,,,29.5638,59.7982
8800,2018-07-03 09:00:00,,,,,27.5,76.0,,,,,,29.788,61.8128
8802,2018-07-03 10:00:00,,,,,27.9,76.0,,,,,,29.6723,63.6683
8804,2018-07-03 11:00:00,,,,,28.9,70.0,,,,,,27.947,66.2363
8806,2018-07-03 12:00:00,,,,,30.7,62.0,,,,,,28.4028,61.8924
8808,2018-07-03 13:00:00,,,,,30.2,64.0,,,,,,28.6523,64.6521
8810,2018-07-03 14:00:00,,,,,30.5,64.0,,,,,,28.8079,65.7914
8812,2018-07-03 15:00:00,,,,,31.4,60.0,,,,,,28.703000000000000,63.1474
8814,2018-07-03 16:00:00,,,,,31.4,61.0,,,,,,28.8332,62.4277
8816,2018-07-03 17:00:00,,,,,30.8,63.0,,,,,,28.7753,62.6411
8818,2018-07-03 18:00:00,,,,,30.0,66.0,,,,,,28.656,62.2287
8820,2018-07-03 19:00:00,,,,,28.5,70.0,,,,,,28.5149,61.9575
8822,2018-07-03 20:00:00,,,,,27.0,74.0,,,,,,28.797000000000000,65.6503
8824,2018-07-03 21:00:00,,,,,26.7,74.0,,,,,,28.3811,64.898
8826,2018-07-03 22:00:00,,,,,26.3,76.0,,,,,,28.6849,68.5366
8828,2018-07-03 23:00:00,,,,,25.8,78.0,,,,,,29.3576,64.001
8830,2018-07-04 00:00:00,,,,,25.5,80.0,,,,,,29.6615,62.9051
8832,2018-07-04 01:00:00,,,,,25.4,82.0,,,,,,29.7302,62.3553
8834,2018-07-04 02:00:00,,,,,25.3,83.0,,,,,,29.7483,62.0804
8836,2018-07-04 03:00:00,,,,,25.3,83.0,,,,,,29.7627,61.867
8838,2018-07-04 04:00:00,,,,,25.4,81.0,,,,,,29.7663,61.6645
8840,2018-07-04 05:00:00,,,,,25.5,81.0,,,,,,29.7591,61.3932
8842,2018-07-04 06:00:00,,,,,25.2,83.0,,,,,,29.7591,60.782
8844,2018-07-04 07:00:00,,,,,25.6,84.0,,,,,,29.7772,60.706
8846,2018-07-04 08:00:00,,,,,27.1,76.0,,,,,,29.788,59.9682
8848,2018-07-04 09:00:00,,,,,28.7,71.0,,,,,,29.9978,62.8762
8850,2018-07-04 10:00:00,,,,,29.5,69.0,,,,,,30.0159,65.8022
8852,2018-07-04 11:00:00,,,,,29.8,68.0,,,,,,27.712,61.5379
8854,2018-07-04 12:00:00,,,,,30.1,64.0,,,,,,29.2057,60.5179
8856,2018-07-04 13:00:00,,,,,32.0,60.0,,,,,,29.0538,64.5616
8858,2018-07-04 14:00:00,,,,,33.3,55.0,,,,,,28.4245,58.9446
8860,2018-07-04 15:00:00,,,,,33.0,56.0,,,,,,28.5438,58.0042
8862,2018-07-04 16:00:00,,,,,33.1,54.0,,,,,,28.3521,58.6372
8864,2018-07-04 17:00:00,,,,,33.1,55.0,,,,,,28.3919,59.3497
8866,2018-07-04 18:00:00,,,,,30.2,76.0,,,,,,28.3341,63.8238
8868,2018-07-04 19:00:00,,,,,26.6,85.0,,,,,,29.0828,74.1573
8870,2018-07-04 20:00:00,,,,,26.8,89.0,,,,,,29.2093,72.2258
8872,2018-07-04 21:00:00,,,,,26.3,87.0,,,,,,28.58,69.6072
8874,2018-07-04 22:00:00,,,,,25.5,90.0,,,,,,28.3955,70.2257
8876,2018-07-04 23:00:00,,,,,25.4,91.0,,,,,,28.9959,72.3597
8878,2018-07-05 00:00:00,,,,,25.5,90.0,,,,,,29.0719,70.6778
8880,2018-07-05 01:00:00,,,,,25.3,89.0,,,,,,29.3974,69.5964
8882,2018-07-05 02:00:00,,,,,25.8,87.0,,,,,,29.5132,68.7283
8884,2018-07-05 03:00:00,,,,,25.9,87.0,,,,,,29.5638,67.7047
8886,2018-07-05 04:00:00,,,,,25.9,87.0,,,,,,29.6072,67.2092
8888,2018-07-05 05:00:00,,,,,25.8,87.0,,,,,,29.6289,66.6016
8890,2018-07-05 06:00:00,,,,,26.0,83.0,,,,,,29.6253,66.1314
8892,2018-07-05 07:00:00,,,,,26.7,79.0,,,,,,29.6687,65.6539
8894,2018-07-05 08:00:00,,,,,27.3,75.0,,,,,,29.7012,64.2976
8896,2018-07-05 09:00:00,,,,,27.5,75.0,,,,,,29.864,66.1965
8898,2018-07-05 10:00:00,,,,,28.0,74.0,,,,,,29.7229,64.0191
8900,2018-07-05 11:00:00,,,,,30.2,64.0,,,,,,28.0953,65.0174
8902,2018-07-05 12:00:00,,,,,30.4,64.0,,,,,,28.6343,69.1298
8904,2018-07-05 13:00:00,,,,,31.1,62.0,,,,,,28.8223,62.9955
8906,2018-07-05 14:00:00,,,,,31.8,59.0,,,,,,28.9055,61.3571
8908,2018-07-05 15:00:00,,,,,32.8,57.0,,,,,,28.7608,62.1672
8910,2018-07-05 16:00:00,,,,,33.7,54.0,,,,,,28.6668,60.5179
8912,2018-07-05 17:00:00,,,,,33.0,56.0,,,,,,28.8332,61.1545
8914,2018-07-05 18:00:00,,,,,32.2,58.0,,,,,,28.4606,61.3354
8916,2018-07-05 19:00:00,,,,,30.7,66.0,,,,,,28.8151,66.956
8918,2018-07-05 20:00:00,,,,,30.1,68.0,,,,,,29.0249,67.1224
8920,2018-07-05 21:00:00,,,,,28.6,72.0,,,,,,28.8947,66.7137
8922,2018-07-05 22:00:00,,,,,28.0,71.0,,,,,,28.6957,65.8637
8924,2018-07-05 23:00:00,,,,,27.1,75.0,,,,,,28.533,66.3882
8926,2018-07-06 00:00:00,,,,,26.4,77.0,,,,,,28.5041,68.5294
8928,2018-07-06 01:00:00,,,,,26.9,73.0,,,,,,29.3432,64.3446
8930,2018-07-06 02:00:00,,,,,25.8,80.0,,,,,,29.5855,63.5236
8932,2018-07-06 03:00:00,,,,,26.6,75.0,,,,,,29.6759,63.0751
8934,2018-07-06 04:00:00,,,,,26.4,76.0,,,,,,29.6976,62.6121
8936,2018-07-06 05:00:00,,,,,25.7,81.0,,,,,,29.7193,62.113
8938,2018-07-06 06:00:00,,,,,25.7,82.0,,,,,,29.7302,61.8128
8940,2018-07-06 07:00:00,,,,,26.2,81.0,,,,,,29.7519,61.3317
8942,2018-07-06 08:00:00,,,,,26.8,79.0,,,,,,29.7736,61.3932
8944,2018-07-06 09:00:00,,,,,27.6,76.0,,,,,,29.9327,64.0444
8946,2018-07-06 10:00:00,,,,,27.4,78.0,,,,,,29.8278,67.5239
8948,2018-07-06 11:00:00,,,,,28.9,71.0,,,,,,28.0194,69.4444
8950,2018-07-06 12:00:00,,,,,29.5,68.0,,,,,,28.3485,65.625
8952,2018-07-06 13:00:00,,,,,29.9,67.0,,,,,,28.5511,60.6156
8954,2018-07-06 14:00:00,,,,,30.3,66.0,,,,,,28.9996,66.2941
8956,2018-07-06 15:00:00,,,,,29.9,67.0,,,,,,28.5004,62.5036
8958,2018-07-06 16:00:00,,,,,30.5,64.0,,,,,,28.4968,65.6973
8960,2018-07-06 17:00:00,,,,,30.1,66.0,,,,,,28.5438,62.3481
8962,2018-07-06 18:00:00,,,,,29.6,68.0,,,,,,28.3341,62.2504
8964,2018-07-06 19:00:00,,,,,28.6,72.0,,,,,,28.8151,66.0229
8966,2018-07-06 20:00:00,,,,,27.9,73.0,,,,,,28.8621,67.6468
8968,2018-07-06 21:00:00,,,,,27.2,74.0,,,,,,28.5438,66.5979
8970,2018-07-06 22:00:00,,,,,27.1,75.0,,,,,,28.8043,
8972,2018-07-06 23:00:00,,,,,26.7,78.0,,,,,,28.2219,66.7643
8974,2018-07-07 00:00:00,,,,,26.4,79.0,,,,,,28.8151,67.7626
8976,2018-07-07 01:00:00,,,,,26.3,81.0,,,,,,29.4083,65.5888
8978,2018-07-07 02:00:00,,,,,24.7,93.0,,,,,,29.5276,65.8782
8980,2018-07-07 03:00:00,,,,,24.7,95.0,,,,,,29.5421,66.1639
8982,2018-07-07 04:00:00,,,,,24.8,95.0,,,,,,29.553,66.4026
8984,2018-07-07 05:00:00,,,,,24.9,93.0,,,,,,29.553,66.5618
8986,2018-07-07 06:00:00,,,,,24.8,94.0,,,,,,29.5638,66.4316
8988,2018-07-07 07:00:00,,,,,25.1,92.0,,,,,,29.5855,66.3158
8990,2018-07-07 08:00:00,,,,,26.5,84.0,,,,,,29.6398,67.2237
8992,2018-07-07 09:00:00,,,,,27.4,80.0,,,,,,29.8061,68.6415
8994,2018-07-07 10:00:00,,,,,28.5,70.0,,,,,,29.8423,70.4463
8996,2018-07-07 11:00:00,,,,,26.5,83.0,,,,,,28.0809,72.0884
8998,2018-07-07 12:00:00,,,,,28.7,74.0,,,,,,29.2527,66.3882
9000,2018-07-07 13:00:00,,,,,29.9,61.0,,,,,,28.4281,60.9013
9002,2018-07-07 14:00:00,,,,,31.9,55.0,,,,,,28.4136,60.6156
9004,2018-07-07 15:00:00,,,,,31.3,53.0,,,,,,28.1966,58.8144
9006,2018-07-07 16:00:00,,,,,30.3,59.0,,,,,,28.6813,57.0421
9008,2018-07-07 17:00:00,,,,,29.9,59.0,,,,,,28.6632,66.8692
9010,2018-07-07 18:00:00,,,,,27.9,72.0,,,,,,28.7572,69.0538
9012,2018-07-07 19:00:00,,,,,26.3,77.0,,,,,,29.0828,61.2775
9014,2018-07-07 20:00:00,,,,,24.0,89.0,,,,,,28.8766,68.3268
9016,2018-07-07 21:00:00,,,,,24.2,89.0,,,,,,29.1949,66.7896
9018,2018-07-07 22:00:00,,,,,24.0,89.0,,,,,,29.553,65.1874
9020,2018-07-07 23:00:00,,,,,23.7,92.0,,,,,,29.6325,64.9957
9022,2018-07-08 00:00:00,,,,,23.6,91.0,,,,,,29.6434,64.7099
9024,2018-07-08 01:00:00,,,,,23.7,92.0,,,,,,29.6253,64.3808
9026,2018-07-08 02:00:00,,,,,23.5,91.0,,,,,,29.5964,63.9721
9028,2018-07-08 03:00:00,,,,,23.3,93.0,,,,,,29.571000000000000,63.661
9030,2018-07-08 04:00:00,,,,,23.1,92.0,,,,,,29.5421,63.2993
9032,2018-07-08 05:00:00,,,,,22.7,94.0,,,,,,29.5059,62.8581
9034,2018-07-08 06:00:00,,,,,22.7,95.0,,,,,,29.4806,62.3372
9036,2018-07-08 07:00:00,,,,,25.1,84.0,,,,,,29.4625,62.0117
9038,2018-07-08 08:00:00,,,,,27.1,74.0,,,,,,29.524,62.8653
9040,2018-07-08 09:00:00,,,,,27.8,72.0,,,,,,29.7049,62.5434
9042,2018-07-08 10:00:00,,,,,28.7,66.0,,,,,,29.6325,63.6068
9044,2018-07-08 11:00:00,,,,,30.8,61.0,,,,,,28.3124,66.8547
9046,2018-07-08 12:00:00,,,,,31.2,57.0,,,,,,28.7717,65.4695
9048,2018-07-08 13:00:00,,,,,26.7,77.0,,,,,,28.8911,65.4767
9050,2018-07-08 14:00:00,,,,,26.1,79.0,,,,,,28.5221,
9052,2018-07-08 15:00:00,,,,,30.5,60.0,,,,,,28.6126,60.4565
